word,reading,meaning_en,jlpt_level
年度,ねんど,year; fiscal year; school year; term,N2
農産物,のうさんぶつ,agricultural produce,N2
農村,のうそん,agricultural community; farm village; rural,N2
濃度,のうど,concentration; brightness,N2
農薬,のうやく,agricultural chemicals,N2
能率,のうりつ,efficiency,N2
のこぎり,のこぎり,saw,N2
残らず,のこらず,all; entirely; completely; without exception,N2
載せる,のせる,to place on (something); to take on board; to give a ride,N2
覗く,のぞく,to peep in; to look in; to peek in; to stick out,N2
延ばす,のばす,to lengthen; to stretch; to reach out; to grow (beard),N2
延びる,のびる,to be prolonged,N2
上り,のぼり,up-train (going to Tokyo); ascent,N2
上る,のぼる,to ascend; to go up; to climb,N2
糊,のり,paste; starch,N2
乗換,のりかえ,(n) transfer (trains; buses; etc.),N2
載る,のる,to appear (in print); to be recorded,N2
のろのろ,のろのろ,slowly; sluggishly,N2
呑気,のんき,carefree; optimistic; careless; reckless; heedless,N2
灰色,はいいろ,grey; gray; ashen,N2
俳句,はいく,haiku poetry,N2
拝見,はいけん,(hum) (pol) seeing; look at,N2
売店,ばいてん,shop; stand,N2
売買,ばいばい,trade; buying and selling,N2
這う,はう,to creep; to crawl,N2
生える,はえる,to grow; to spring up; to cut (teeth),N2
剥す,はがす,(v5s) to tear off; to peel off; to rip off,N2
ばからしい,ばからしい,absurd,N2
秤,はかり,scales; weighing machine,N2
量る,はかる,to measure; to weigh; to survey,N2
測る,はかる,to measure; to weigh; to survey,N2
吐き気,はきけ,nausea; sickness in the stomach,N2
はきはき,はきはき,lucidly,N2
掃く,はく,to sweep; to brush; to gather up,N2
歯車,はぐるま,gear; cog-wheel,N2
バケツ,バケツ,bucket; pail,N2
挟まる,はさまる,to get between; to be caught in,N2
挟む,はさむ,to interpose; to hold between; to insert,N2
箸,はし,chopsticks,N2
梯子,はしご,ladder; stairs,N2
始めに,はじめに,to begin with; first of all,N2
はじめまして,はじめまして,how do you do?; i am glad to meet you,N2
外れる,はずれる,to be disconnected; to get out of place; to be off; to be out (e.G. Of gear),N2
パターン,パターン,pattern,N2
肌着,はだぎ,underwear,N2
果して,はたして,as was expected; really,N2
鉢,はち,a bowl; a pot,N2
発揮,はっき,exhibition; demonstration; utilization; display,N2
バック,バック,back,N2
発射,はっしゃ,firing; shooting; discharge; catapult,N2
発想,はっそう,expression (music); conceptualization,N2
発電,はつでん,generation (e.G. Power),N2
発売,はつばい,sale,N2
派手,はで,showy; loud; gay; flashy; gaudy,N2
話合い,はなしあい,discussion; conference,N2
話し掛ける,はなしかける,to accost a person; to talk (to someone),N2
話中,はなしちゅう,while talking; the line is busy,N2
甚だしい,はなはだしい,extreme; excessive; terrible,N2
花火,はなび,fireworks,N2
花嫁,はなよめ,bride,N2
放れる,はなれる,to leave; to get free; to cut oneself off,N2
羽根,はね,shuttlecock,N2
ばね,ばね,spring (e.G. Coil; leaf),N2
跳ねる,はねる,to jump; to leap,N2
破片,はへん,fragment; splinter; broken piece,N2
歯磨き,はみがき,dentifrice; toothpaste,N2
はめる,はめる,(col) to get in; to insert; to put on; to make love,N2
早口,はやくち,fast-talking,N2
流行る,はやる,to flourish; to thrive; to be popular; to come into fashion,N2
払い込む,はらいこむ,to deposit; to pay in,N2
払い戻す,はらいもどす,to repay; to pay back,N2
バランス,バランス,balance,N2
針金,はりがね,wire,N2
張り切る,はりきる,to be in high spirits; to be full of vigor,N2
反映,はんえい,reflection; influence,N2
半径,はんけい,radius,N2
判子,はんこ,seal (used for signature),N2
万歳,ばんざい,hurrah; cheers,N2
判事,はんじ,judge; judiciary,N2
反省,はんせい,reflection; reconsideration; introspection; meditation; contemplation,N2
番地,ばんち,house number; address,N2
パンツ,パンツ,underpants,N2
バンド,バンド,band,N2
半島,はんとう,peninsula,N2
ハンドル,ハンドル,handle; steering wheel,N2
日当たり,ひあたり,exposure to the sun; sunny place,N2
日帰り,ひがえり,day trip,N2
比較的,ひかくてき,comparatively; relatively,N2
日陰,ひかげ,shadow,N2
ぴかぴか,ぴかぴか,glitter; sparkle,N2
引受る,ひきうける,to undertake; to take up; to take over,N2
引返す,ひきかえす,to repeat; to send back; to bring back,N2
引算,ひきざん,subtraction,N2
引出す,ひきだす,to pull out; to take out; to draw out; to withdraw,N2
引き止める,ひきとめる,to detain; to check; to restrain,N2
卑怯,ひきょう,cowardice; meanness; unfairness,N2
引分け,ひきわけ,a draw (in competition); tie game,N2
髭,ひげ,moustache; beard; whiskers,N2
陽射,ひざし,sunlight; rays of the sun,N2
肘,ひじ,elbow,N2
ピストル,ピストル,pistol,N2
ビタミン,ビタミン,vitamin,N2
引っ掛かる,ひっかかる,to be caught in; to be stuck in; to be cheated,N2
筆記,ひっき,(taking) notes; copying,N2
引っ繰り返す,ひっくりかえす,to turn over; to overturn; to knock over; to upset; to turn inside out,N2
引っ繰り返る,ひっくりかえる,to be overturned; to be upset; to topple over; to be reversed,N2
引越し,ひっこし,moving (dwelling etc.); changing residence,N2
引っ込む,ひっこむ,to draw back; to sink; to cave in,N2
筆者,ひっしゃ,writer; author,N2
必需品,ひつじゅひん,necessities; necessary article; requisite; essential,N2
人差指,ひとさしゆび,index finger,N2
一通り,ひととおり,ordinary; usual; in general; briefly,N2
人通り,ひとどおり,pedestrian traffic,N2
ひとまず,ひとまず,for the present; once; in outline,N2
瞳,ひとみ,pupil (of eye),N2
一休み,ひとやすみ,a rest,N2
独り言,ひとりごと,a soliloquy; a monologue; speaking to oneself,N2
ひとりでに,ひとりでに,by itself; automatically; naturally,N2
ビニール,ビニール,vinyl,N2
皮肉,ひにく,cynicism; sarcasm,N2
日日,ひにち,every day; daily; day after day,N2
捻る,ひねる,to turn (a switch) on or off; to twist; to puzzle over,N2
日の入り,ひのいり,sunset,N2
日の出,ひので,sunrise,N2
響き,ひびき,echo; sound; reverberation; noise,N2
響く,ひびく,to resound,N2
皮膚,ひふ,skin,N2
冷やす,ひやす,to cool; to refrigerate,N2
ひゃっかじてん,ひゃっかじてん,encyclopedia,N2
美容,びよう,beauty of figure or form,N2
表紙,ひょうし,front cover; binding,N2
標識,ひょうしき,sign; mark,N2
標準,ひょうじゅん,standard; level,N2
標本,ひょうほん,example; specimen,N2
評論,ひょうろん,criticism; critique,N2
平仮名,ひらがな,hiragana; 47 syllables; the cursive syllabary,N2
ビルディング,ビルディング,building,N2
昼寝,ひるね,nap (at home); siesta,N2
広げる,ひろげる,to spread; to extend; to expand; to enlarge,N2
広さ,ひろさ,extent,N2
広場,ひろば,plaza,N2
広々,ひろびろ,extensive; spacious,N2
広める,ひろめる,to broaden; to propagate,N2
ピンク,ピンク,pink,N2
便箋,びんせん,writing paper; stationery,N2
瓶詰,びんづめ,bottling; bottled,N2
ファスナー,ファスナー,fastener; zipper,N2
風船,ふうせん,balloon,N2
不運,ふうん,unlucky; misfortune; bad luck; fate,N2
殖える,ふえる,to increase; to multiply,N2
深まる,ふかまる,to deepen; to heighten; to intensify,N2
不規則,ふきそく,irregularity; unsteadiness; disorderly,N2
普及,ふきゅう,diffusion; spread,N2
付近,ふきん,neighbourhood; vicinity; environs,N2
拭く,ふく,to wipe; to dry,N2
副詞,ふくし,adverb,N2
複写,ふくしゃ,copy; duplicate,N2
複数,ふくすう,plural; multiple,N2
含める,ふくめる,to include; to instruct; to make one understand,N2
膨らます,ふくらます,to swell; to expand; to inflate; to bulge,N2
膨らむ,ふくらむ,to expand; to swell (out); to get big; to become inflated,N2
不潔,ふけつ,unclean; dirty; filthy; impure,N2
更ける,ふける,to get late; to advance; to wear on,N2
符号,ふごう,sign; mark; symbol,N2
夫妻,ふさい,man and wife; married couple,N2
塞がる,ふさがる,to be plugged up; to be shut up,N2
塞ぐ,ふさぐ,to stop up; to close up; to block (up),N2
ふざける,ふざける,to romp; to gambol; to frolic; to joke,N2
無沙汰,ぶさた,neglecting to stay in contact,N2
武士,ぶし,warrior; samurai,N2
部首,ぶしゅ,radical (of a kanji character),N2
襖,ふすま,sliding screen,N2
附属,ふぞく,attached; belonging; affiliated,N2
蓋,ふた,cover; lid; cap,N2
不通,ふつう,suspension; interruption; stoppage; tie-up; cessation,N2
ぶつかる,ぶつかる,to strike; to collide with,N2
ぶつける,ぶつける,to knock; to run into; to nail on; to strike hard; to hit and attack,N2
物騒,ぶっそう,dangerous; disturbed; insecure,N2
ぶつぶつ,ぶつぶつ,grumbling; complaining in a small voice,N2
船便,ふなびん,surface mail (ship),N2
部品,ぶひん,parts; accessories,N2
吹雪,ふぶき,snow storm,N2
父母,ふぼ,father and mother; parents,N2
踏切,ふみきり,railway crossing; level crossing; starting line; scratch; crossover,N2
麓,ふもと,the foot; the bottom; the base (of a mountain),N2
増やす,ふやす,to increase; to add to; to augment,N2
殖やす,ふやす,to increase; to add to; to augment,N2
フライパン,フライパン,fry pan; frying pan,N2
ブラウス,ブラウス,blouse,N2
ぶらさげる,ぶらさげる,to hang; to suspend; to dangle; to swing,N2
ブラシ,ブラシ,brushy; brush,N2
プラスチック,プラスチック,plastic,N2
プラットホーム,プラットホーム,platform,N2
フリー,フリー,free,N2
振り仮名,ふりがな,pronunciation key,N2
プリント,プリント,print; handout,N2
振舞う,ふるまう,to behave; to conduct oneself; to entertain (vt),N2
ブローチ,ブローチ,brooch,N2
プログラム,プログラム,program,N2
風呂敷,ふろしき,wrapping cloth; cloth wrapper,N2
ふわふわ,ふわふわ,light; soft,N2
噴火,ふんか,eruption,N2
分解,ぶんかい,analysis; disassembly,N2
文芸,ぶんげい,literature; art and literature; belles-lettres,N2
文献,ぶんけん,literature; books (reference),N2
噴水,ふんすい,water fountain,N2
分数,ぶんすう,fraction (in math),N2
文体,ぶんたい,literary style,N2
分布,ぶんぷ,distribution,N2
文房具,ぶんぼうぐ,stationery,N2
文脈,ぶんみゃく,context,N2
分量,ぶんりょう,amount; quantity,N2
分類,ぶんるい,classification,N2
閉会,へいかい,closure,N2
平気,へいき,coolness; calmness; composure; unconcern,N2
並行,へいこう,(going) side by side; concurrent; abreast; at the same time,N2
平日,へいじつ,weekday; ordinary days,N2
兵隊,へいたい,soldier; sailor,N2
平凡,へいぼん,common; commonplace; ordinary; mediocre,N2
平野,へいや,plain; open field,N2
凹む,へこむ,to be dented; to be indented; to yield to; to give; to sink; to collapse; to cave in; to be snubbed,N2
へそ,へそ,navel; belly-button,N2
隔てる,へだてる,to be shut out,N2
別荘,べっそう,holiday house; villa,N2
別々,べつべつ,separately; individually,N2
ベテラン,ベテラン,veteran,N2
ヘリコプター,ヘリコプター,helicopter,N2
へる,へる,to decrease (in size or number); to diminish; to abate,N2
ぺん,ぺん,pen,N2
編集,へんしゅう,editing; compilation; editorial (e.G. Committee),N2
便所,べんじょ,toilet; lavatory; rest room; latrine; comfort station,N2
ペンチ,ペンチ,(abbr) pliers (lit: pinchers),N2
望遠鏡,ぼうえんきょう,telescope,N2
方角,ほうがく,direction; way; compass point,N2
箒,ほうき,(n) broom,N2
方言,ほうげん,dialect,N2
坊さん,ぼうさん,buddhist priest; monk,N2
防止,ぼうし,prevention; check,N2
方針,ほうしん,objective; plan; policy,N2
包装,ほうそう,packing; wrapping,N2
法則,ほうそく,law; rule,N2
包帯,ほうたい,bandage; dressing,N2
膨大,ぼうだい,huge; bulky; enormous; extensive; swelling; expansion,N2
庖丁,ほうちょう,kitchen knife; carving knife,N2
方程式,ほうていしき,equation,N2
防犯,ぼうはん,prevention of crime,N2
方面,ほうめん,direction; district; field (e.G.; of study),N2
坊や,ぼうや,boy,N2
放る,ほうる,to let go,N2
ボーナス,ボーナス,bonus,N2
朗らか,ほがらか,brightness; cheerfulness; melodious,N2
牧場,ぼくじょう,farm (livestock); pasture land; meadow; grazing land,N2
牧畜,ぼくちく,stock-farming,N2
保健,ほけん,health preservation; hygiene; sanitation,N2
募集,ぼしゅう,recruiting; taking applications,N2
干す,ほす,to air; to dry; to desiccate; to drain (off); to drink up,N2
ポスター,ポスター,poster,N2
北極,ほっきょく,north Pole,N2
坊っちゃん,ぼっちゃん,son (of others),N2
ほどく,ほどく,to unfasten,N2
堀,ほり,moat; canal,N2
掘る,ほる,to dig; to excavate,N2
彫る,ほる,to carve; to engrave; to sculpture; to chisel,N2
ぼろ,ぼろ,rag; scrap; tattered clothes; fault (esp. In a pretense),N2
盆,ぼん,lantern Festival; festival of the Dead; tray,N2
盆地,ぼんち,basin (e.G. Between mountains),N2
本部,ほんぶ,headquarters,N2
本来,ほんらい,essentially; naturally; by nature,N2
まあまあ,まあまあ,so-so,N2
枚数,まいすう,the number of flat things,N2
毎度,まいど,each time; common service-sector greeting,N2
マイナス,マイナス,minus,N2
巻く,まく,to wind; to coil; to roll,N2
蒔く,まく,to sow (seeds),N2
撒く,まく,to scatter; to sprinkle; to sow,N2
枕,まくら,pillow; bolster,N2
曲げる,まげる,to bend; to crook; to lean,N2
まごまご,まごまご,confused,N2
摩擦,まさつ,friction; rubbing; rubdown; chafe,N2
混ざる,まざる,to be mixed; to be blended with; to associate with; to mingle with; to join,N2
交ざる,まざる,to be mixed; to be blended with; to associate with; to mingle with; to join,N2
混じる,まじる,to be mixed; to be blended with; to associate with,N2
交じる,まじる,to be mixed; to be blended with; to associate with,N2
マスク,マスク,mask,N2
混ぜる,まぜる,to mix; to stir,N2
交ぜる,まぜる,to be mixed; to be blended with,N2
またぐ,またぐ,to straddle,N2
又は,または,or; otherwise,N2
待合室,まちあいしつ,waiting room,N2
待ち合わせる,まちあわせる,to rendezvous; to meet at a prearranged place and time,N2
街角,まちかど,street corner,N2
真っ暗,まっくら,total darkness; shortsightedness; pitch dark,N2
真っ黒,まっくろ,pitch black,N2
真っ青,まっさお,deep blue; ghastly pale,N2
真っ先,まっさき,the head; the foremost; beginning,N2
真っ白,まっしろ,pure white,N2
祭る,まつる,to deify; to enshrine,N2
窓口,まどぐち,ticket window,N2
纏まる,まとまる,to be collected; to be settled; to be in order,N2
纏める,まとめる,to put in order; to collect; to bring to a conclusion,N2
真似る,まねる,to mimic; to imitate,N2
まぶしい,まぶしい,dazzling; radiant,N2
まぶた,まぶた,eyelids,N2
マフラー,マフラー,muffler; scarf,N2
間も無く,まもなく,soon; before long; in a short time,N2
マラソン,マラソン,marathon,N2
円い,まるい,round; circular; spherical,N2
稀,まれ,rare; seldom,N2
回り道,まわりみち,detour,N2
満員,まんいん,full house; no vacancy; sold out,N2
マンション,マンション,large apartment; apartment house,N2
満点,まんてん,perfect score,N2
見送る,みおくる,to see off; to farewell; to escort,N2
見下ろす,みおろす,to overlook; to command a view of; to look down on something,N2
見掛け,みかけ,outward appearance,N2
三日月,みかづき,new moon; crescent moon,N2
岬,みさき,cape (on coast),N2
みじめ,みじめ,(arch) sad; pitiful; wretched,N2
ミシン,ミシン,sewing machine,N2
店屋,みせや,store; shop,N2
見出し,みだし,heading; caption; subtitle; index,N2
道順,みちじゅん,itinerary; route,N2
見付かる,みつかる,to be found; to be discovered,N2
見付ける,みつける,to be familiar; to discover; to detect,N2
みっともない,みっともない,shameful; indecent,N2
見直す,みなおす,to look again; to get a better opinion of,N2
見慣れる,みなれる,to become used to seeing; to be familiar with,N2
醜い,みにくい,ugly,N2
実る,みのる,to bear fruit; to ripen,N2
身分,みぶん,social position; social status,N2
見本,みほん,sample,N2
見舞う,みまう,to ask after (health); to visit,N2
未満,みまん,less than; insufficient,N2
名字,みょうじ,surname; family name,N2
ミリ,ミリ,millimeter,N2
診る,みる,to examine (medical),N2
民間,みんかん,private; civilian; civil; popular; folk; unofficial,N2
民謡,みんよう,folk song; popular song,N2
向う,むかう,(v5u) to face; to go towards,N2
剥く,むく,to peel; to skin; to pare; to hull,N2
無限,むげん,infinite,N2
無地,むじ,plain; unfigured,N2
蒸し暑い,むしあつい,humid; sultry,N2
矛盾,むじゅん,contradiction; inconsistency,N2
蒸す,むす,to steam; to poultice; to be sultry,N2
無数,むすう,countless number; infinite number,N2
紫,むらさき,purple colour; violet,N2
群れ,むれ,group; crowd; flock; herd,N2
姪,めい,niece,N2
名作,めいさく,masterpiece,N2
名刺,めいし,business card,N2
名詞,めいし,noun,N2
名所,めいしょ,famous place,N2
命ずる,めいずる,to command; to appoint,N2
迷信,めいしん,superstition,N2
名物,めいぶつ,famous product; special product; speciality,N2
銘々,めいめい,each; individual,N2
目上,めうえ,superior(s); senior,N2
メーター,メーター,meter (clock),N2
恵まれる,めぐまれる,to be blessed with; to be rich in,N2
巡る,めぐる,to go around,N2
目指す,めざす,to aim at; to have an eye on,N2
目覚し,めざまし,(abbr) alarm-clock,N2
目下,めした,at present; now,N2
目印,めじるし,mark; sign; landmark,N2
目立つ,めだつ,to be conspicuous; to stand out,N2
めちゃくちゃ,めちゃくちゃ,absurd; unreasonable; excessive; messed up; spoiled; wreaked,N2
めっきり,めっきり,remarkably,N2
めでたい,めでたい,happy; simple soul; propitious; joyous,N2
メニュー,メニュー,menu,N2
めまい,めまい,dizziness; giddiness,N2
目安,めやす,criterion; aim,N2
免税,めんぜい,tax exemption; duty exemption,N2
面積,めんせき,area,N2
面接,めんせつ,interview,N2
面倒臭い,めんどうくさい,bother to do; tiresome,N2
儲かる,もうかる,to be profitable; to yield a profit,N2
儲ける,もうける,to get; to earn; to gain; to have (bear; beget) a child,N2
申し訳ない,もうしわけない,inexcusable,N2
モーター,モーター,motor,N2
木材,もくざい,lumber; timber; wood,N2
目次,もくじ,table of contents,N2
潜る,もぐる,to drive; to pass through,N2
もしかしたら,もしかしたら,perhaps; maybe; by some chance,N2
もしかすると,もしかすると,perhaps; maybe; by some chance,N2
もたれる,もたれる,to lean against; to lean on; to recline on; to lie heavy (on the stomach),N2
モダン,モダン,modern,N2
餅,もち,sticky rice cake,N2
もったいない,もったいない,too good; more than one deserves; wasteful; sacrilegious; unworthy of,N2
モデル,モデル,model,N2
元々,もともと,originally; by nature; from the start,N2
物置,ものおき,storage room,N2
物語る,ものがたる,to tell; to indicate,N2
物差し,ものさし,ruler; measure,N2
物凄い,ものすごい,earth-shattering; staggering; to a very great extent,N2
モノレール,モノレール,monorail,N2
紅葉,もみじ,japanese maple tree,N2
揉む,もむ,to rub; to crumple (up); to wrinkle,N2
燃やす,もやす,to burn,N2
催し,もよおし,event; festivities; function,N2
盛る,もる,to serve (food; etc.); to fill up,N2
問答,もんどう,questions and answers; dialogue,N2
やかましい,やかましい,noisy; fussy,N2
夜間,やかん,at night; nighttime,N2
薬缶,やかん,kettle,N2
役者,やくしゃ,actor; actress,N2
役所,やくしょ,government office; public office,N2
訳す,やくす,to translate,N2
役人,やくにん,government official,N2
薬品,やくひん,medicine(s); chemical(s),N2
役目,やくめ,duty; business,N2
火傷,やけど,burn; scald,N2
夜行,やこう,walking around at night; night train; night travel,N2
矢印,やじるし,directing arrow,N2
やたらに,やたらに,randomly; recklessly; blindly,N2
薬局,やっきょく,pharmacy; drugstore,N2
やっつける,やっつける,to attack (an enemy); to beat; to do away with; to finish off,N2
家主,やぬし,landlord,N2
やっぱり,やっぱり,also; as I thought; still; in spite of; absolutely; of course,N2
破れる,やぶれる,to get torn; to wear out,N2
やむをえない,やむをえない,cannot be helped; unavoidable,N2
軟らかい,やわらかい,soft; tender; limp,N2
遊園地,ゆうえんち,amusement park,N2
夕刊,ゆうかん,evening paper,N2
友好,ゆうこう,friendship,N2
郵送,ゆうそう,mailing,N2
夕立,ゆうだち,(sudden) evening shower (rain),N2
夕日,ゆうひ,(in) the evening sun; setting sun,N2
悠々,ゆうゆう,quiet; calm; leisurely,N2
有料,ゆうりょう,admission-paid; toll,N2
浴衣,ゆかた,bathrobe; informal summer kimono; yukata,N2
湯気,ゆげ,steam; vapour,N2
輸血,ゆけつ,blood transfusion,N2
輸送,ゆそう,transport; transportation,N2
油断,ゆだん,negligence; unpreparedness,N2
ゆでる,ゆでる,to boil,N2
湯飲み,ゆのみ,teacup,N2
緩い,ゆるい,loose; lenient; slow,N2
溶岩,ようがん,lava,N2
容器,ようき,container; vessel,N2
用語,ようご,term; terminology,N2
要旨,ようし,gist; essentials; summary; fundamentals,N2
幼児,ようじ,infant; baby; child,N2
容積,ようせき,capacity; volume,N2
幼稚,ようち,infancy; childish; infantile,N2
幼稚園,ようちえん,kindergarten,N2
用途,ようと,use; usefulness,N2
洋品店,ようひんてん,shop which handles Western-style apparel and accessories,N2
養分,ようぶん,nourishment; nutrient,N2
羊毛,ようもう,wool,N2
漸く,ようやく,gradually; finally; hardly,N2
要領,ようりょう,point; gist; essentials; outline,N2
欲張り,よくばり,avarice; covetousness; greed,N2
余計,よけい,too much; unnecessary; abundance; surplus; excess; superfluity,N2
よこす,よこす,to send; to forward; to hand over (e.G. Money),N2
汚す,よごす,to make dirty; to pollute; to contaminate,N2
寄せる,よせる,to collect; to gather; to add; to put aside,N2
余所,よそ,another place; somewhere else; strange parts,N2
四つ角,よつかど,four corners; crossroads,N2
酔っ払い,よっぱらい,drunkard,N2
予備,よび,preparation; preliminaries; reserve; spare,N2
呼び掛ける,よびかける,to call out to; to accost; to address (crowd); to appeal,N2
呼び出す,よびだす,to summon; to call (e.G. Phone),N2
蘇る,よみがえる,to be resurrected; to be revived; to be resuscitated; to be rehabilitated,N2
因る,よる,to come from,N2
慶び,よろこび,(n) (a) joy; (a) delight; rapture; pleasure; gratification; rejoicing; congratulations; felicitations,N2
来日,らいにち,arrival in Japan; coming to Japan; visit to Japan,N2
落第,らくだい,failure; dropping out of a class,N2
ラッシュアワー,ラッシュアワー,rush hour,N2
欄,らん,column of text (e.G. As in a newspaper),N2
ランチ,ランチ,launch; lunch,N2
ランニング,ランニング,running; tank top,N2
乱暴,らんぼう,rude; violent; rough; lawless; unreasonable; reckless,N2
理科,りか,science,N2
利害,りがい,advantages and disadvantages; interest,N2
リズム,リズム,rhythm,N2
リットル,リットル,litre,N2
リボン,リボン,ribbon,N2
略す,りゃくす,to abbreviate,N2
流域,りゅういき,(river) basin,N2
寮,りょう,hostel; dormitory,N2
両側,りょうがわ,both sides,N2
漁師,りょうし,fisherman,N2
領事,りょうじ,consul,N2
領収,りょうしゅう,receipt; voucher,N2
臨時,りんじ,temporary; special; extraordinary,N2
留守番,るすばん,care-taking; caretaker; house-watching,N2
例外,れいがい,exception,N2
零点,れいてん,zero; no marks,N2
冷凍,れいとう,freezing; cold storage; refrigeration,N2
レインコート,レインコート,raincoat,N2
レクリェーション,レクリェーション,recreation,N2
レジャー,レジャー,leisure,N2
列島,れっとう,chain of islands,N2
レベル,レベル,level,N2
リポート,リポート,report; paper,N2
煉瓦,れんが,brick,N2
連合,れんごう,union; alliance,N2
レンズ,レンズ,lens,N2
蝋燭,ろうそく,candle,N2
ローマじ,ローマじ,romanization; roman letters,N2
録音,ろくおん,(audio) recording,N2
ロッカー,ロッカー,locker,N2
ロビー,ロビー,lobby,N2
論ずる,ろんずる,to argue; to discuss; to debate,N2
和英,わえい,japanese-English,N2
分る,わかる,to be understood,N2
分かれる,わかれる,to branch off; to diverge from; to fork; to split; to dispense; to scatter; to divide into,N2
若々しい,わかわかしい,youthful; young,N2
湧く,わく,to boil; to grow hot; to get excited; to gush forth,N2
詫びる,わびる,to apologize,N2
和服,わふく,japanese clothes,N2
わりあいに,わりあいに,comparatively,N2
割算,わりざん,division (math),N2
割と,わりと,relatively; comparitively,N2
割引,わりびき,discount; reduction; rebate,N2
椀,わん,japanese soup bowl; wooden bowl,N2
碗,わん,bowl,N2
ワンピース,ワンピース,one-piece dress,N2
